0,1,isNoon,2,3,4,5,6,7,8,9,10,windspeed,11,mean_per_hour,atemp,12,13,14,cnt,dteday,holiday,workingday,relative_windspeed,relative_temp,relative_hum,RushHour-Med,relative_atemp,RushHour-Low,hum,RushHour-High,yr,registered,casual,temp,isDaylight,s_fall,s_spring,s_summer,s_winter,w_Acceptable,w_Bad,w_Chaos,w_Good,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,m_10,m_11,m_12,w_0,w_1,w_2,w_3,w_4,w_5,w_6,h_0,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10,h_11,h_12,h_13,h_14,h_15,h_16,h_17,h_18,h_19,h_20,h_21,h_22,h_23
0.827477518597387,0.7998139696415089,0,0.8025197936488756,0.8059982657547676,0.7998139696415089,0.7998139696415089,0.7998139696415089,0.7191093688082464,0.8025197936488756,0.7191093688082464,0.8025197936488756,0.2985,0.7191093688082464,2.0,0.4242,0.7998139696415089,0.7998139696415089,0.8025197936488756,2,2011-01-02,0,0,0.9715233190394682,0.6008600819757834,-0.7755241610182404,0,0.6189549697795863,1,0.77,0,0,2,0,0.42,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8277313162978711,0.8073088387949947,0,0.809410342508844,0.8131280022972818,0.8073088387949947,0.8073088387949947,0.8073088387949947,0.7238804805617152,0.809410342508844,0.7238804805617152,0.809410342508844,0.19399999999999998,0.7238804805617152,3.0,0.4091,0.8073088387949947,0.8073088387949947,0.809410342508844,1,2011-01-02,0,0,0.11737318074932984,0.3776545389898978,-0.8876246414364655,0,0.40159359056964117,1,0.76,0,0,1,0,0.4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.667319544946397,0.6366528712734828,0,0.6425095848467254,0.6531456640169475,0.6366528712734828,0.6366528712734828,0.6366528712734828,0.5992064860368276,0.6425095848467254,0.5992064860368276,0.6425095848467254,0.2239,0.5992064860368276,8.0,0.4091,0.6366528712734828,0.6366528712734828,0.6425095848467254,8,2011-01-02,0,0,0.3550077697862261,0.37083853954364837,-1.5274572047665234,1,0.3942234300995624,0,0.71,0,0,8,0,0.4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7067214540193401,0.6557610910350944,0,0.6605166518056322,0.6722367972283829,0.6557610910350944,0.6557610910350944,0.6557610910350944,0.6135249210387551,0.6605166518056322,0.6135249210387551,0.6605166518056322,0.2239,0.6135249210387551,14.0,0.3939,0.6557610910350944,0.6557610910350944,0.6605166518056322,20,2011-01-02,0,0,0.34888946429746714,0.1484511436694835,-0.7986087350563181,1,0.1767214549618097,0,0.76,0,0,19,1,0.38,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5005959081458538,0.38186236108398813,0,0.38841122477057227,0.38521708260095033,0.38186236108398813,0.38186236108398813,0.38186236108398813,0.3787184633006185,0.38841122477057227,0.3787184633006185,0.38841122477057227,0.2239,0.3787184633006185,36.0,0.3485,0.38186236108398813,0.38186236108398813,0.38841122477057227,53,2011-01-02,0,0,0.3430779435820412,-0.07310281373576148,-0.12321977813346215,0,-0.4645310014499705,0,0.81,1,0,46,7,0.36,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41687560786380934,0.39470744568197924,0,0.40117430181828473,0.38521708260095033,0.39470744568197924,0.39470744568197924,0.39470744568197924,0.39049967715912454,0.40117430181828473,0.39049967715912454,0.40117430181828473,0.2537,0.39049967715912454,56.0,0.3333,0.39470744568197924,0.39470744568197924,0.40117430181828473,70,2011-01-02,0,0,0.5864776301772804,-0.07204700015090269,-1.4531473854574455,0,-0.6727647590421214,0,0.71,1,0,54,16,0.36,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.41687560786380934,0.39470744568197924,1,0.40117430181828473,0.38521708260095033,0.39470744568197924,0.39470744568197924,0.39470744568197924,0.39049967715912454,0.40117430181828473,0.39049967715912454,0.40117430181828473,0.2985,0.39049967715912454,84.0,0.3333,0.39470744568197924,0.39470744568197924,0.40117430181828473,93,2011-01-02,0,0,0.9533318106336334,-0.07103560537624275,-2.0460989583049685,0,-0.6589955845467312,0,0.66,1,0,73,20,0.36,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.39159547835308,0.38186236108398813,0,0.38841122477057227,0.38521708260095033,0.38186236108398813,0.38186236108398813,0.38186236108398813,0.3787184633006185,0.38841122477057227,0.3787184633006185,0.38841122477057227,0.1343,0.3787184633006185,94.0,0.3485,0.38186236108398813,0.38186236108398813,0.38841122477057227,75,2011-01-02,0,0,-0.45916271087913413,-0.07006560285157114,-1.9073634542710414,0,-0.42601888408301863,0,0.66,1,0,64,11,0.36,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.4519973258061105,0.38186236108398813,0,0.38841122477057227,0.38521708260095033,0.38186236108398813,0.38186236108398813,0.38186236108398813,0.3787184633006185,0.38841122477057227,0.3787184633006185,0.38841122477057227,0.19399999999999998,0.3787184633006185,106.0,0.3485,0.38186236108398813,0.38186236108398813,0.38841122477057227,59,2011-01-02,0,0,0.058385051103811,-0.06913424678129927,-0.5781643213716694,0,-0.4193281597946329,0,0.76,1,0,55,4,0.36,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5117060857716097,0.4113609960782235,0,0.41672206048287613,0.41656848753314696,0.4113609960782235,0.4113609960782235,0.4113609960782235,0.4047652174313355,0.41672206048287613,0.4047652174313355,0.41672206048287613,0.1642,0.4047652174313355,110.0,0.3333,0.4113609960782235,0.4113609960782235,0.41672206048287613,74,2011-01-02,0,0,-0.2005199258551149,-0.30397390342921937,0.04519391665912494,0,-0.6380662206901463,0,0.81,1,0,55,19,0.34,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
